Reference sample,Sample,Common name,Domain,Kingdom,Phylum,Class,Order,Family,Genus,Species
bAccGen1,bAccGen1,Northern goshawk,Eukaryota,Metazoa,Chordata,Aves,Accipitriformes,Accipitridae,Accipiter,Accipiter gentilis
bAnaAcu1,bAnaAcu1,Northern pintail,Eukaryota,Metazoa,Chordata,Aves,Anseriformes,Anatidae,Anas,Anas acuta
bAnsBra1,bAnsBra1,Pink-footed goose,Eukaryota,Metazoa,Chordata,Aves,Anseriformes,Anatidae,Anser,Anser brachyrhynchus
bCinCin1,bCinCin1,White-throated dipper,Eukaryota,Metazoa,Chordata,Aves,Passeriformes,Cinclidae,Cinclus,Cinclus cinclus
bClaHye2,bClaHye2,Long-tailed duck,Eukaryota,Metazoa,Chordata,Aves,Anseriformes,Anatidae,Clangula,Clangula hyemalis
bFriCoe1,bFriCoe1,Chaffinch,Eukaryota,Metazoa,Chordata,Aves,Passeriformes,Fringillidae,Fringilla,Fringilla coelebs
bLarFus1,bLarFus1,Lesser black-backed gull,Eukaryota,Metazoa,Chordata,Aves,Charadriiformes,Laridae,Larus,Larus fuscus
bPhaCar2,bPhaCar2,Great cormorant,Eukaryota,Metazoa,Chordata,Aves,Suliformes,Phalacrocoracidae,Phalacrocorax,Phalacrocorax carbo
bTetUro1,bTetUro1,Western capercaillie,Eukaryota,Metazoa,Chordata,Aves,Galliformes,Phasianidae,Tetrao,Tetrao urogallus
cbCliDend2,cbCliDend2,Tree-moss,Eukaryota,Viridiplantae,Streptophyta,Bryopsida,Hypnales,Climaciaceae,Climacium,Climacium dendroides
cbIsoMyos1,cbIsoMyos1,Mouse-tail moss,Eukaryota,Viridiplantae,Streptophyta,Bryopsida,Hypnales,Lembophyllaceae,Isothecium,Isothecium myosuroides
cbNecPumi1,cbNecPumi1,Dwarf neckera,Eukaryota,Viridiplantae,Streptophyta,Bryopsida,Hypnales,Neckeraceae,Neckera,Neckera pumila
cbPolComm4,cbPolComm4,Common haircap,Eukaryota,Viridiplantae,Streptophyta,Polytrichopsida,Polytrichales,Polytrichaceae,Polytrichum,Polytrichum commune
cbPsePuru1,cbPsePuru1,Neat feathermoss,Eukaryota,Viridiplantae,Streptophyta,Bryopsida,Hypnales,Brachytheciaceae,Pseudoscleropodium,Pseudoscleropodium purum
cbRhyLore1,cbRhyLore1,Little shaggy-moss,Eukaryota,Viridiplantae,Streptophyta,Bryopsida,Hypnales,Hylocomiaceae,Rhytidiadelphus,Rhytidiadelphus loreus
cbThuTama2,cbThuTama2,Common tamarisk-moss,Eukaryota,Viridiplantae,Streptophyta,Bryopsida,Hypnales,Thuidiaceae,Thuidium,Thuidium tamariscinum
cmLunCruc20,cmLunCruc20,Crescent-cup liverwort,Eukaryota,Viridiplantae,Streptophyta,Marchantiopsida,Lunulariales,Lunulariaceae,Lunularia,Lunularia cruciata
daAjuCham1,daAjuCham1,.,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Lamiales,Lamiaceae,Ajuga,Ajuga chamaepitys
daArcMinu1,daArcMinu1,.,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Asterales,Asteraceae,Arctium,Arctium minus
daBalNigr1,daBalNigr1,.,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Lamiales,Lamiaceae,Ballota,Ballota nigra
daCalOffi1,daCalOffi1,Common marigold,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Asterales,Asteraceae,Calendula,Calendula officinalis
daCruLaev1,daCruLaev1,Crosswort,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Gentianales,Rubiaceae,Cruciata,Cruciata laevipes
daEupConf1,daEupConf1,Eyebright,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Lamiales,Orobanchaceae,Euphrasia,Euphrasia confusa
daGnaUlig1,daGnaUlig1,.,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Asterales,Asteraceae,Gnaphalium,Gnaphalium uliginosum
daLigVulg1,daLigVulg1,Common privet,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Lamiales,Oleaceae,Ligustrum,Ligustrum vulgare
daLinVulg1,daLinVulg1,.,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Lamiales,Plantaginaceae,Linaria,Linaria vulgaris
daLogMini1,daLogMini1,.,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Asterales,Asteraceae,Logfia,Logfia minima
daMisOron1,daMisOron1,.,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Lamiales,Plantaginaceae,Misopates,Misopates orontium
daPseLute1,daPseLute1,.,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Asterales,Asteraceae,Pseudognaphalium,Pseudognaphalium luteoalbum
daPulDyse1,daPulDyse1,.,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Asterales,Asteraceae,Pulicaria,Pulicaria dysenterica
daScuGale1,daScuGale1,.,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Lamiales,Lamiaceae,Scutellaria,Scutellaria galericulata
daScuMino1,daScuMino1,.,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Lamiales,Lamiaceae,Scutellaria,Scutellaria minor
daSheArve1,daSheArve1,Field madder,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Gentianales,Rubiaceae,Sherardia,Sherardia arvensis
daSolDulc1,daSolDulc1,.,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Solanales,Solanaceae,Solanum,Solanum dulcamara
daVerOffi1,daVerOffi1,.,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Lamiales,Verbenaceae,Verbena,Verbena officinalis
dcAgrGith1,dcAgrGith1,Corn cockle,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Caryophyllales,Caryophyllaceae,Agrostemma,Agrostemma githago
dcCheAlbu1,dcCheAlbu1,White goosefoot,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Caryophyllales,Chenopodiaceae,Chenopodium,Chenopodium album
dcFalConv1,dcFalConv1,.,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Caryophyllales,Polygonaceae,Fallopia,Fallopia convolvulus
dcPerMacu1,dcPerMacu1,.,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Caryophyllales,Polygonaceae,Persicaria,Persicaria maculosa
dcPolAvic1,dcPolAvic1,.,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Caryophyllales,Polygonaceae,Polygonum,Polygonum aviculare
dcSalRamo1,dcSalRamo1,.,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Caryophyllales,Chenopodiaceae,Salicornia,Salicornia ramosissima
dcSpeBocc1,dcSpeBocc1,.,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Caryophyllales,Caryophyllaceae,Spergularia,Spergularia bocconei
dcSpeMari1,dcSpeMari1,.,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Caryophyllales,Caryophyllaceae,Spergularia,Spergularia marina
ddAraThal4,ddAraThal4,.,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Brassicales,Brassicaceae,Arabidopsis,Arabidopsis thaliana
ddBarVulg1,ddBarVulg1,Winter cress,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Brassicales,Brassicaceae,Barbarea,Barbarea vulgaris
ddEupLath1,ddEupLath1,.,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Malpighiales,Euphorbiaceae,Euphorbia,Euphorbia lathyris
ddEupPepu3,ddEupPepu3,.,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Malpighiales,Euphorbiaceae,Euphorbia,Euphorbia peplus
ddHibTrid2,ddHibTrid2,.,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Malvales,Malvaceae,Hibiscus,Hibiscus tridactylites
ddLepDidy1,ddLepDidy1,.,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Brassicales,Brassicaceae,Lepidium,Lepidium didymum
ddPopNigr1,ddPopNigr1,.,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Malpighiales,Salicaceae,Populus,Populus nigra
ddPriVeri1,ddPriVeri1,.,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Ericales,Primulaceae,Primula,Primula veris
ddSalCapr1,ddSalCapr1,.,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Malpighiales,Salicaceae,Salix,Salix caprea
ddSamVale1,ddSamVale1,.,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Ericales,Primulaceae,Samolus,Samolus valerandi
ddVioOdor1,ddVioOdor1,Sweet violet,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Malpighiales,Violaceae,Viola,Viola odorata
dhAlnGlut1,dhAlnGlut1,.,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Fagales,Betulaceae,Alnus,Alnus glutinosa
dhMyrGale1,dhMyrGale1,Bog myrtle,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Fagales,Myricaceae,Myrica,Myrica gale
dhQueCerr2,dhQueCerr2,Turkey oak,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Fagales,Fagaceae,Quercus,Quercus cerris
dmBerVulg1,dmBerVulg1,.,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Ranunculales,Berberidaceae,Berberis,Berberis vulgaris
drAceCamp1,drAceCamp1,Field maple,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Sapindales,Sapindaceae,Acer,Acer campestre
drAilAlti1,drAilAlti1,Tree of heaven,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Sapindales,Simaroubaceae,Ailanthus,Ailanthus altissima
drAstGlyc1,drAstGlyc1,Liquorice milkvetch,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Fabales,Fabaceae,Astragalus,Astragalus glycyphyllos
drBuxSemp1,drBuxSemp1,.,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Buxales,Buxaceae,Buxus,Buxus sempervirens
drChaAngu1,drChaAngu1,.,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Myrtales,Onagraceae,Chamaenerion,Chamaenerion angustifolium
drCraLaev2,drCraLaev2,Midland hawthorn,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Rosales,Rosaceae,Crataegus,Crataegus laevigata
drEroMari8,drEroMari8,.,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Geraniales,Geraniaceae,Erodium,Erodium maritimum
drEuoEuro1,drEuoEuro1,.,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Celastrales,Celastraceae,Euonymus,Euonymus europaeus
drFilUlma1,drFilUlma1,.,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Rosales,Rosaceae,Filipendula,Filipendula ulmaria
drGeuUrba1,drGeuUrba1,.,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Rosales,Rosaceae,Geum,Geum urbanum
drHedHeli1,drHedHeli1,.,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Apiales,Araliaceae,Hedera,Hedera helix
drHumLupu1,drHumLupu1,European hop,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Rosales,Cannabaceae,Humulus,Humulus lupulus
drIleAqui2,drIleAqui2,English holly,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Aquifoliales,Aquifoliaceae,Ilex,Ilex aquifolium
drMalDome5,drMalDome5,Apple,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Rosales,Rosaceae,Malus,Malus domestica
drMalDome10,drMalDome10,Apple,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Rosales,Rosaceae,Malus,Malus domestica
drMalDome11,drMalDome11,Apple,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Rosales,Rosaceae,Malus,Malus domestica
drMalDome58,drMalDome58,Apple,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Rosales,Rosaceae,Malus,Malus domestica
drMalRobu1,drMalRobu1,Robusta-5,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Rosales,Rosaceae,Malus,Malus x robusta
drMalSylv7,drMalSylv7,.,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Rosales,Rosaceae,Malus,Malus sylvestris
drMedArab1,drMedArab1,.,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Fabales,Fabaceae,Medicago,Medicago arabica
drMedLupu1,drMedLupu1,.,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Fabales,Fabaceae,Medicago,Medicago lupulina
drParJuda1,drParJuda1,.,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Rosales,Urticaceae,Parietaria,Parietaria judaica
drPotAnse1,drPotAnse1,.,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Rosales,Rosaceae,Potentilla,Potentilla anserina
drPotSter1,drPotSter1,.,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Rosales,Rosaceae,Potentilla,Potentilla sterilis
drPruPadu1,drPruPadu1,Bird cherry,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Rosales,Rosaceae,Prunus,Prunus padus
drPyrComm1,drPyrComm1,Pear,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Rosales,Rosaceae,Pyrus,Pyrus communis
drTriDubi3,drTriDubi3,.,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Fabales,Fabaceae,Trifolium,Trifolium dubium
drTriFrag1,drTriFrag1,.,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Fabales,Fabaceae,Trifolium,Trifolium fragiferum
drTriSubt1,drTriSubt1,.,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Fabales,Fabaceae,Trifolium,Trifolium subterraneum
drUmbRupe1,drUmbRupe1,.,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Saxifragales,Crassulaceae,Umbilicus,Umbilicus rupestris
drUrtDioi1,drUrtDioi1,Great nettle,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Rosales,Urticaceae,Urtica,Urtica dioica
drUrtUren1,drUrtUren1,.,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Rosales,Urticaceae,Urtica,Urtica urens
eaLuiSars1,eaLuiSars1,(a starfish),Eukaryota,Metazoa,Echinodermata,Asteroidea,Paxillosida,Luidiidae,Luidia,Luidia sarsii
eaMarGlac1,eaMarGlac1,Spiny starfish,Eukaryota,Metazoa,Echinodermata,Asteroidea,Forcipulatida,Asteriidae,Marthasterias,Marthasterias glacialis
ecAntBifi1,ecAntBifi1,Rosy feather star,Eukaryota,Metazoa,Echinodermata,Crinoidea,Comatulida,Antedonidae,Antedon,Antedon bifida
fAbrBra2,fAbrBra2,Common bream,Eukaryota,Metazoa,Chordata,Actinopteri,Cypriniformes,Cyprinidae,Abramis,Abramis brama
fAciRut3,fAciRut3,sterlet,Eukaryota,Metazoa,Chordata,Actinopteri,Acipenseriformes,Acipenseridae,Acipenser ,Acipenser ruthenus
fBarBab1,fBarBab1,Barbel,Eukaryota,Metazoa,Chordata,Actinopteri,Cypriniformes,Cyprinidae,Barbus,Barbus barbus
fBarBar1,fBarBar1,Stone loach,Eukaryota,Metazoa,Chordata,Actinopteri,Cypriniformes,Nemacheilidae,Barbatula,Barbatula barbatula
fBleOce1,fBleOce1,Butterfly blenny,Eukaryota,Metazoa,Chordata,Actinopteri,Blenniiformes,Blenniidae,Blennius,Blennius ocellaris
fCarCar2,fCarCar2,Crucian carp,Eukaryota,Metazoa,Chordata,Actinopteri,Cypriniformes,Cyprinidae,Carassius,Carassius carassius
fCheLab1,fCheLab1,Thicklip grey mullet,Eukaryota,Metazoa,Chordata,Actinopteri,Mugiliformes,Mugilidae,Chelon,Chelon labrosus
fConCon1,fConCon1,European conger,Eukaryota,Metazoa,Chordata,Actinopteri,Anguilliformes,Congridae,Conger,Conger conger
fCycLum2,fCycLum2,Lumpfish,Eukaryota,Metazoa,Chordata,Actinopteri,Perciformes,Cyclopteridae,Cyclopterus,Cyclopterus lumpus
fDanRer4,fDanRer4,Zebrafish,Eukaryota,Metazoa,Chordata,Actinopteri,Cypriniformes,Cyprinidae,Danio,Danio rerio
fEchVip8,fEchVip8,Lesser weever,Eukaryota,Metazoa,Chordata,Actinopteri,Perciformes,Trachinidae,Echiichthys,Echiichthys vipera
fEutGur1,fEutGur1,Grey gurnard,Eukaryota,Metazoa,Chordata,Actinopteri,Perciformes,Triglidae,Eutrigla,Eutrigla gurnardus
fGobGob1,fGobGob1,Gudgeon,Eukaryota,Metazoa,Chordata,Actinopteri,Cypriniformes,Cyprinidae,Gobio,Gobio gobio
fGobNig1,fGobNig1,Black goby,Eukaryota,Metazoa,Chordata,Actinopteri,Gobiiformes,Gobiidae,Gobius,Gobius niger
fHypImm3,fHypImm3,Greater sand-eel,Eukaryota,Metazoa,Chordata,Actinopteri,Uranoscopiformes,Ammodytidae,Hyperoplus,Hyperoplus immaculatus
fLabBer1,fLabBer1,Ballan wrasse,Eukaryota,Metazoa,Chordata,Actinopteri,Labriformes,Labridae,Labrus,Labrus bergylta
fLabMix1,fLabMix1,Cuckoo wrasse,Eukaryota,Metazoa,Chordata,Actinopteri,Labriformes,Labridae,Labrus,Labrus mixtus
fLipPho2,fLipPho2,Shanny,Eukaryota,Metazoa,Chordata,Actinopteri,Blenniiformes,Blenniidae,Lipophrys,Lipophrys pholis
fMicPou1,fMicPou1,Blue whiting,Eukaryota,Metazoa,Chordata,Actinopteri,Gadiformes,Gadidae,Micromesistius,Micromesistius poutassou
fMicVar1,fMicVar1,Thickback sole,Eukaryota,Metazoa,Chordata,Actinopteri,Pleuronectiformes,Soleidae,Microchirus,Microchirus variegatus
fPhoGun1,fPhoGun1,Rock gunnel,Eukaryota,Metazoa,Chordata,Actinopteri,Perciformes,Pholidae,Pholis,Pholis gunnellus
fPhoPho1,fPhoPho1,Eurasian minnow,Eukaryota,Metazoa,Chordata,Actinopteri,Cypriniformes,Cyprinidae,Phoxinus,Phoxinus phoxinus
fPlaFle2,fPlaFle2,European flounder,Eukaryota,Metazoa,Chordata,Actinopteri,Pleuronectiformes,Pleuronectidae,Platichthys,Platichthys flesus
fPlePla1,fPlePla1,European plaice,Eukaryota,Metazoa,Chordata,Actinopteri,Pleuronectiformes,Pleuronectidae,Pleuronectes,Pleuronectes platessa
fPolPol2,fPolPol2,Pollack,Eukaryota,Metazoa,Chordata,Actinopteri,Gadiformes,Gadidae,Pollachius,Pollachius pollachius
fPunPun2,fPunPun2,Ninespine stickleback,Eukaryota,Metazoa,Chordata,Actinopteri,Perciformes,Gasterosteidae,Pungitius,Pungitius pungitius
fRutRut2,fRutRut2,Roach minnow,Eukaryota,Metazoa,Chordata,Actinopteri,Cypriniformes,Cyprinidae,Rutilus,Rutilus rutilus
fSalTru1,fSalTru1,Brown trout,Eukaryota,Metazoa,Chordata,Actinopteri,Salmoniformes,Salmonidae,Salmo,Salmo trutta
fScoMax1,fScoMax1,Turbot,Eukaryota,Metazoa,Chordata,Actinopteri,Pleuronectiformes,Scophthalmidae,Scophthalmus,Scophthalmus maximus
fScoSco1,fScoSco1,Atlantic mackerel,Eukaryota,Metazoa,Chordata,Actinopteri,Scombriformes,Scombridae,Scomber,Scomber scombrus
fSprSpr1,fSprSpr1,European sprat,Eukaryota,Metazoa,Chordata,Actinopteri,Clupeiformes,Clupeidae,Sprattus,Sprattus sprattus
fSquCep2,fSquCep2,European chub,Eukaryota,Metazoa,Chordata,Actinopteri,Cypriniformes,Cyprinidae,Squalius,Squalius cephalus
fSymMel2,fSymMel2,Corkwing wrasse,Eukaryota,Metazoa,Chordata,Actinopteri,Labriformes,Labridae,Symphodus,Symphodus melops
fSynAcu2,fSynAcu2,Greater pipefish,Eukaryota,Metazoa,Chordata,Actinopteri,Syngnathiformes,Syngnathidae,Syngnathus,Syngnathus acus
fTauBub2,fTauBub2,Long-spined sea scorpion,Eukaryota,Metazoa,Chordata,Actinopteri,Perciformes,Cottidae,Taurulus,Taurulus bubalis
fTelBon1,fTelBon1,.,Eukaryota,Metazoa,Chordata,Actinopteri,Atheriniformes,Telmatherinidae,Telmatherina,Telmatherina bonti
fThuMac1,fThuMac1,Southern bluefin tuna,Eukaryota,Metazoa,Chordata,Actinopteri,Scombriformes,Scombridae,Thunnus,Thunnus maccoyii
fTraTra1,fTraTra1,Atlantic horse mackerel,Eukaryota,Metazoa,Chordata,Actinopteri,Carangiformes,Carangidae,Trachurus,Trachurus trachurus
fZeuFab8,fZeuFab8,John dory,Eukaryota,Metazoa,Chordata,Actinopteri,Zeiformes,Zeidae,Zeus,Zeus faber
gfAgaBisp1,gfAgaBisp1,Cultivated mushroom,Eukaryota,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Agaricaceae,Agaricus,Agaricus bisporus
gfClaFumo1,gfClaFumo1,Smoky spindles,Eukaryota,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Clavariaceae,Clavaria,Clavaria fumosa
gfFlaVelt1,gfFlaVelt1,Velvet shank,Eukaryota,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Physalacriaceae,Flammulina,Flammulina velutipes
gfLaeSulp1,gfLaeSulp1,Chicken of the woods,Eukaryota,Fungi,Basidiomycota,Agaricomycetes,Polyporales,Laetiporaceae,Laetiporus,Laetiporus sulphureus
gfPleOstr1,gfPleOstr1,Oyster mushroom,Eukaryota,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Pleurotaceae,Pleurotus,Pleurotus ostreatus
gfPorCaly1,gfPorCaly1,.,Eukaryota,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Hygrophoraceae,Porpolomopsis,Porpolomopsis calyptriformis
glLicPygm2,glLicPygm2,Black lichen,Eukaryota,Fungi,Ascomycota,Lichinomycetes,Lichinales,Lichinaceae,Lichina,Lichina pygmaea
grCorFumo1,grCorFumo1,.,Eukaryota,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Cordycipitaceae,Cordyceps,Cordyceps fumosorosea
grSimLame1,grSimLame1,.,Eukaryota,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Cordycipitaceae,Simplicillium,Simplicillium lamellicola
grTriPseu1,grTriPseu1,.,Eukaryota,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Hypocreaceae,Trichoderma,Trichoderma citrinoviride
gsMetZobe1,gsMetZobe1,(a marine yeast),Eukaryota,Fungi,Ascomycota,Pichiomycetes,Serinales,Metschnikowiaceae,Metschnikowia,Metschnikowia zobellii
gzEntParv1,gzEntParv1,.,Eukaryota,Fungi,Mucoromycota,Mortierellomycetes,Mortierellales,Mortierellaceae,Entomortierella,Entomortierella parvispora
gzMucPiri1,gzMucPiri1,.,Eukaryota,Fungi,Mucoromycota,Mucoromycetes,Mucorales,Mucoraceae,Mucor,Mucor piriformis
iHemFuc1,iHemFuc2,Broad-bordered bee hawk-moth,Eukaryota,Metazoa,Arthropoda,Insecta,Lepidoptera,Sphingidae,Hemaris,Hemaris fuciformis
icAdaBipu1,icAdaBipu15,2-spot ladybird,Eukaryota,Metazoa,Arthropoda,Insecta,Coleoptera,Coccinellidae,Adalia,Adalia bipunctata
icAdaBipu1,icAdaBipu20,2-spot ladybird,Eukaryota,Metazoa,Arthropoda,Insecta,Coleoptera,Coccinellidae,Adalia,Adalia bipunctata
icAdaBipu1,icAdaBipu28,2-spot ladybird,Eukaryota,Metazoa,Arthropoda,Insecta,Coleoptera,Coccinellidae,Adalia,Adalia bipunctata
icAdaBipu1,icAdaBipu29,2-spot ladybird,Eukaryota,Metazoa,Arthropoda,Insecta,Coleoptera,Coccinellidae,Adalia,Adalia bipunctata
icAdaBipu1,icAdaBipu31,2-spot ladybird,Eukaryota,Metazoa,Arthropoda,Insecta,Coleoptera,Coccinellidae,Adalia,Adalia bipunctata
icAdaBipu1,icAdaBipu32,2-spot ladybird,Eukaryota,Metazoa,Arthropoda,Insecta,Coleoptera,Coccinellidae,Adalia,Adalia bipunctata
icAdaBipu1,icAdaBipu33,2-spot ladybird,Eukaryota,Metazoa,Arthropoda,Insecta,Coleoptera,Coccinellidae,Adalia,Adalia bipunctata
icAdaBipu1,icAdaBipu34,2-spot ladybird,Eukaryota,Metazoa,Arthropoda,Insecta,Coleoptera,Coccinellidae,Adalia,Adalia bipunctata
icAdaBipu1,icAdaBipu36,2-spot ladybird,Eukaryota,Metazoa,Arthropoda,Insecta,Coleoptera,Coccinellidae,Adalia,Adalia bipunctata
icAdaBipu1,icAdaBipu6,2-spot ladybird,Eukaryota,Metazoa,Arthropoda,Insecta,Coleoptera,Coccinellidae,Adalia,Adalia bipunctata
icAdaBipu1,icAdaBipu9,2-spot ladybird,Eukaryota,Metazoa,Arthropoda,Insecta,Coleoptera,Coccinellidae,Adalia,Adalia bipunctata
icAdaBipu1,icAdaBipu1,2-spot ladybird,Eukaryota,Metazoa,Arthropoda,Insecta,Coleoptera,Coccinellidae,Adalia,Adalia bipunctata
icAgoFuli1,icAgoFuli1,.,Eukaryota,Metazoa,Arthropoda,Insecta,Coleoptera,Carabidae,Agonum,Agonum fuliginosum
icAgrCyan1,icAgrCyan1,.,Eukaryota,Metazoa,Arthropoda,Insecta,Coleoptera,Buprestidae,Agrilus,Agrilus cyanescens
icAgrMuri1,icAgrMuri1,.,Eukaryota,Metazoa,Arthropoda,Insecta,Coleoptera,Elateridae,Agrypnus,Agrypnus murinus
icAnaMacu3,icAnaMacu3,.,Eukaryota,Metazoa,Arthropoda,Insecta,Coleoptera,Scraptiidae,Anaspis,Anaspis maculata
icApoCory1,icApoCory1,Hazel leaf-roller,Eukaryota,Metazoa,Arthropoda,Insecta,Coleoptera,Attelabidae,Apoderus,Apoderus coryli
icCanRufa1,icCanRufa1,.,Eukaryota,Metazoa,Arthropoda,Insecta,Coleoptera,Cantharidae,Cantharis,Cantharis rufa
icCanRust1,icCanRust3,Sailor beetle,Eukaryota,Metazoa,Arthropoda,Insecta,Coleoptera,Cantharidae,Cantharis,Cantharis rustica
icCanRust1,icCanRust1,Sailor beetle,Eukaryota,Metazoa,Arthropoda,Insecta,Coleoptera,Cantharidae,Cantharis,Cantharis rustica
icCetAura1,icCetAura1,.,Eukaryota,Metazoa,Arthropoda,Insecta,Coleoptera,Scarabaeidae,Cetonia,Cetonia aurata
icChrOric1,icChrOric1,.,Eukaryota,Metazoa,Arthropoda,Insecta,Coleoptera,Chrysomelidae,Chrysolina,Chrysolina oricalcia
icCocSept1,icCocSept1,Seven-spotted ladybird,Eukaryota,Metazoa,Arthropoda,Insecta,Coleoptera,Coccinellidae,Coccinella,Coccinella septempunctata
icCryMora2,icCryMora2,.,Eukaryota,Metazoa,Arthropoda,Insecta,Coleoptera,Chrysomelidae,Cryptocephalus,Cryptocephalus moraei
icElmAene2,icElmAene2,Riffle beetle,Eukaryota,Metazoa,Arthropoda,Insecta,Coleoptera,Elmidae,Elmis,Elmis aenea
icHalSede1,icHalSede1,Orange ladybird,Eukaryota,Metazoa,Arthropoda,Insecta,Coleoptera,Coccinellidae,Halyzia,Halyzia sedecimguttata
icHarAxyr1,icHarAxyr1,Harlequin,Eukaryota,Metazoa,Arthropoda,Insecta,Coleoptera,Coccinellidae,Harmonia,Harmonia axyridis
icLagHirt1,icLagHirt1,.,Eukaryota,Metazoa,Arthropoda,Insecta,Coleoptera,Tenebrionidae,Lagria,Lagria hirta
icLeiSpin1,icLeiSpin1,.,Eukaryota,Metazoa,Arthropoda,Insecta,Coleoptera,Carabidae,Leistus,Leistus spinibarbis
